ID_Fuente,Fuente,ID_Dato ,Categoria,Descripción Fuente,Descarga Link,Descripción información,Email Contacto,Cobertura,Sitio Web,Link API,Especificaciones API,Descarga FTP,Fecha consulta,Fecha publicación,País,División administrativa,Descarga XML,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Categorias
2,Instituto de seguridad laboral,11,Trabajo,"El Instituto de Seguridad Laboral, es la entidad pública encargada de administrar el Seguro Social contra Riesgos de Accidentes del Trabajo y Enfermedades Profesionales. Es un servicio público que pertenece al Ministerio del Trabajo y Previsión Social, y a través de su actuar genera Valor Público otorgando Calidad de Vida a los y las trabajadores/as",https://drive.google.com/file/d/1X4cFOnOnTh6N3qE8gqvKlO3UDDhljYim/view?usp=drive_web,Medidas implementadas por Prestadores Médicos en Convenio con el Instituto de Seguridad Laboral por COVID-19: Clínica de Salud integral Redsalud Rancagua,,,https://www.isl.gob.cl/covid-19/,,,,,,,,,,,,,,,,,,,
2,Instituto de seguridad laboral,12,Trabajo,"El Instituto de Seguridad Laboral, es la entidad pública encargada de administrar el Seguro Social contra Riesgos de Accidentes del Trabajo y Enfermedades Profesionales. Es un servicio público que pertenece al Ministerio del Trabajo y Previsión Social, y a través de su actuar genera Valor Público otorgando Calidad de Vida a los y las trabajadores/as",https://drive.google.com/file/d/1eeEhJTFdNgZsWi6lZa2CslrdvUh-XF7S/view?usp=drive_web,Medidas implementadas por Prestadores Médicos en Convenio con el Instituto de Seguridad Laboral por COVID-19: Clínica Elqui,,,https://www.isl.gob.cl/covid-19/,,,,,,,,,,,,,,,,,,,
2,Instituto de seguridad laboral,13,Trabajo,"El Instituto de Seguridad Laboral, es la entidad pública encargada de administrar el Seguro Social contra Riesgos de Accidentes del Trabajo y Enfermedades Profesionales. Es un servicio público que pertenece al Ministerio del Trabajo y Previsión Social, y a través de su actuar genera Valor Público otorgando Calidad de Vida a los y las trabajadores/as",https://drive.google.com/file/d/1wKrPnWkW1EGdzFTN_6kHG-JbbdqjtVkB/view?usp=drive_web,Medidas implementadas por Prestadores Médicos en Convenio con el Instituto de Seguridad Laboral por COVID-19: Clínica Hospital de Profesor,,,https://www.isl.gob.cl/covid-19/,,,,,,,,,,,,,,,,,,,
2,Instituto de seguridad laboral,14,Trabajo,"El Instituto de Seguridad Laboral, es la entidad pública encargada de administrar el Seguro Social contra Riesgos de Accidentes del Trabajo y Enfermedades Profesionales. Es un servicio público que pertenece al Ministerio del Trabajo y Previsión Social, y a través de su actuar genera Valor Público otorgando Calidad de Vida a los y las trabajadores/as",https://drive.google.com/file/d/1XK9R1y9gOewTaF2OVrvEanZuV_6KWAsb/view?usp=drive_web,Medidas implementadas por Prestadores Médicos en Convenio con el Instituto de Seguridad Laboral por COVID-19: Clínica Iquique RedSalud,,,https://www.isl.gob.cl/covid-19/,,,,,,,,,,,,,,,,,,,
2,Instituto de seguridad laboral,15,Trabajo,"El Instituto de Seguridad Laboral, es la entidad pública encargada de administrar el Seguro Social contra Riesgos de Accidentes del Trabajo y Enfermedades Profesionales. Es un servicio público que pertenece al Ministerio del Trabajo y Previsión Social, y a través de su actuar genera Valor Público otorgando Calidad de Vida a los y las trabajadores/as",https://drive.google.com/file/d/1Yk5IfryiSB2k5GzZUasnkLqvLcWLx6pj/view?usp=drive_web,Medidas implementadas por Prestadores Médicos en Convenio con el Instituto de Seguridad Laboral por COVID-19: Clínica Lircay,,,https://www.isl.gob.cl/covid-19/,,,,,,,,,,,,,,,,,,,
2,Instituto de seguridad laboral,16,Trabajo,"El Instituto de Seguridad Laboral, es la entidad pública encargada de administrar el Seguro Social contra Riesgos de Accidentes del Trabajo y Enfermedades Profesionales. Es un servicio público que pertenece al Ministerio del Trabajo y Previsión Social, y a través de su actuar genera Valor Público otorgando Calidad de Vida a los y las trabajadores/as",https://drive.google.com/file/d/1EMZVHpde9-1KX9_pYmS9tUCdFZZqQPF5/view?usp=drive_web,Medidas implementadas por Prestadores Médicos en Convenio con el Instituto de Seguridad Laboral por COVID-19: Clínica Los Coihues,,,https://www.isl.gob.cl/covid-19/,,,,,,,,,,,,,,,,,,,
2,Instituto de seguridad laboral,17,Trabajo,"El Instituto de Seguridad Laboral, es la entidad pública encargada de administrar el Seguro Social contra Riesgos de Accidentes del Trabajo y Enfermedades Profesionales. Es un servicio público que pertenece al Ministerio del Trabajo y Previsión Social, y a través de su actuar genera Valor Público otorgando Calidad de Vida a los y las trabajadores/as",https://drive.google.com/file/d/1vcVZwUaE2Bq-kENOAgfggDftUWIDKczy/view?usp=drive_web,Medidas implementadas por Prestadores Médicos en Convenio con el Instituto de Seguridad Laboral por COVID-19: Clínica Magallanes RedSalud,,,https://www.isl.gob.cl/covid-19/,,,,,,,,,,,,,,,,,,,
2,Instituto de seguridad laboral,18,Trabajo,"El Instituto de Seguridad Laboral, es la entidad pública encargada de administrar el Seguro Social contra Riesgos de Accidentes del Trabajo y Enfermedades Profesionales. Es un servicio público que pertenece al Ministerio del Trabajo y Previsión Social, y a través de su actuar genera Valor Público otorgando Calidad de Vida a los y las trabajadores/as",https://drive.google.com/file/d/1hx1EYchx3GPdPfHIvHEZR7uJ6whbsMYN/view?usp=drive_web,Medidas implementadas por Prestadores Médicos en Convenio con el Instituto de Seguridad Laboral por COVID-19: Clínica Mayor RedSalud,,,https://www.isl.gob.cl/covid-19/,,,,,,,,,,,,,,,,,,,
2,Instituto de seguridad laboral,19,Trabajo,"El Instituto de Seguridad Laboral, es la entidad pública encargada de administrar el Seguro Social contra Riesgos de Accidentes del Trabajo y Enfermedades Profesionales. Es un servicio público que pertenece al Ministerio del Trabajo y Previsión Social, y a través de su actuar genera Valor Público otorgando Calidad de Vida a los y las trabajadores/as",https://drive.google.com/file/d/1ZgjPcGrvsYzIBIYJkxskDiU9_VNkbS1I/view?usp=drive_web,Medidas implementadas por Prestadores Médicos en Convenio con el Instituto de Seguridad Laboral por COVID-19: Clínica Providencia RedSalud,,,https://www.isl.gob.cl/covid-19/,,,,,,,,,,,,,,,,,,,
2,Instituto de seguridad laboral,20,Trabajo,"El Instituto de Seguridad Laboral, es la entidad pública encargada de administrar el Seguro Social contra Riesgos de Accidentes del Trabajo y Enfermedades Profesionales. Es un servicio público que pertenece al Ministerio del Trabajo y Previsión Social, y a través de su actuar genera Valor Público otorgando Calidad de Vida a los y las trabajadores/as",https://drive.google.com/file/d/1CHQ4UOOwj1HgJJsWEltEEf3XgvFqDt9h/view?usp=drive_web,Medidas implementadas por Prestadores Médicos en Convenio con el Instituto de Seguridad Laboral por COVID-19: Clínica Puerto Montt,,,https://www.isl.gob.cl/covid-19/,,,,,,,,,,,,,,,,,,,
2,Instituto de seguridad laboral,21,Trabajo,"El Instituto de Seguridad Laboral, es la entidad pública encargada de administrar el Seguro Social contra Riesgos de Accidentes del Trabajo y Enfermedades Profesionales. Es un servicio público que pertenece al Ministerio del Trabajo y Previsión Social, y a través de su actuar genera Valor Público otorgando Calidad de Vida a los y las trabajadores/as",https://drive.google.com/file/d/1o718lmor2SVXzNLHPy2oFgwfZucUApg1/view?usp=drive_web,Medidas implementadas por Prestadores Médicos en Convenio con el Instituto de Seguridad Laboral por COVID-19: Clínica Santiango RedSalud,,,https://www.isl.gob.cl/covid-19/,,,,,,,,,,,,,,,,,,,
2,Instituto de seguridad laboral,22,Trabajo,"El Instituto de Seguridad Laboral, es la entidad pública encargada de administrar el Seguro Social contra Riesgos de Accidentes del Trabajo y Enfermedades Profesionales. Es un servicio público que pertenece al Ministerio del Trabajo y Previsión Social, y a través de su actuar genera Valor Público otorgando Calidad de Vida a los y las trabajadores/as",https://drive.google.com/file/d/1L-4YQvB6WkP94f9IiF1x6CNuU4TnP1Nw/view?usp=drive_web,Medidas implementadas por Prestadores Médicos en Convenio con el Instituto de Seguridad Laboral por COVID-19: Clínica Valparaiso RedSalud,,,https://www.isl.gob.cl/covid-19/,,,,,,,,,,,,,,,,,,,
2,Instituto de seguridad laboral,23,Trabajo,"El Instituto de Seguridad Laboral, es la entidad pública encargada de administrar el Seguro Social contra Riesgos de Accidentes del Trabajo y Enfermedades Profesionales. Es un servicio público que pertenece al Ministerio del Trabajo y Previsión Social, y a través de su actuar genera Valor Público otorgando Calidad de Vida a los y las trabajadores/as",https://drive.google.com/file/d/1_6GCHnSTSXRMDt9HvTwTnDHHILE28dNO/view?usp=drive_web,Medidas implementadas por Prestadores Médicos en Convenio con el Instituto de Seguridad Laboral por COVID-19: Clínica Vitacura RedSalud,,,https://www.isl.gob.cl/covid-19/,,,,,,,,,,,,,,,,,,,
2,Instituto de seguridad laboral,24,Trabajo,"El Instituto de Seguridad Laboral, es la entidad pública encargada de administrar el Seguro Social contra Riesgos de Accidentes del Trabajo y Enfermedades Profesionales. Es un servicio público que pertenece al Ministerio del Trabajo y Previsión Social, y a través de su actuar genera Valor Público otorgando Calidad de Vida a los y las trabajadores/as",https://drive.google.com/file/d/1WVWkl2iVlhQp296dCguaXoXLisxBfQ_1/view?usp=drive_web,Medidas implementadas por Prestadores Médicos en Convenio con el Instituto de Seguridad Laboral por COVID-19:Hospital Clínico de Sur HCS,,,https://www.isl.gob.cl/covid-19/,,,,,,,,,,,,,,,,,,,
2,Instituto de seguridad laboral,25,Trabajo,"El Instituto de Seguridad Laboral, es la entidad pública encargada de administrar el Seguro Social contra Riesgos de Accidentes del Trabajo y Enfermedades Profesionales. Es un servicio público que pertenece al Ministerio del Trabajo y Previsión Social, y a través de su actuar genera Valor Público otorgando Calidad de Vida a los y las trabajadores/as",https://drive.google.com/file/d/1WRqRB0EHpgdM-Cs4GDYLmNabUH4hQMAH/view?usp=drive_web,Medidas implementadas por Prestadores Médicos en Convenio con el Instituto de Seguridad Laboral por COVID-19: Hospital Clínico Universidad de Chile,,,https://www.isl.gob.cl/covid-19/,,,,,,,,,,,,,,,,,,,
2,Instituto de seguridad laboral,26,Trabajo,"El Instituto de Seguridad Laboral, es la entidad pública encargada de administrar el Seguro Social contra Riesgos de Accidentes del Trabajo y Enfermedades Profesionales. Es un servicio público que pertenece al Ministerio del Trabajo y Previsión Social, y a través de su actuar genera Valor Público otorgando Calidad de Vida a los y las trabajadores/as",https://drive.google.com/file/d/1_jfVPZ8Q3lEUF7k7rCPtV3PwPQ8uVzMU/view?usp=drive_web,Medidas implementadas por Prestadores Médicos en Convenio con el Instituto de Seguridad Laboral por COVID-19: Hospital Militar del Norte,,,https://www.isl.gob.cl/covid-19/,,,,,,,,,,,,,,,,,,,
2,Instituto de seguridad laboral,27,Trabajo,"El Instituto de Seguridad Laboral, es la entidad pública encargada de administrar el Seguro Social contra Riesgos de Accidentes del Trabajo y Enfermedades Profesionales. Es un servicio público que pertenece al Ministerio del Trabajo y Previsión Social, y a través de su actuar genera Valor Público otorgando Calidad de Vida a los y las trabajadores/as",https://drive.google.com/file/d/17QxJa_TA8xTbpDdGUsHz2-V4NF4LNj4_/view?usp=drive_web,Medidas implementadas por Prestadores Médicos en Convenio con el Instituto de Seguridad Laboral por COVID-19: USO Hospital Base de Valdivia,,,https://www.isl.gob.cl/covid-19/,,,,,,,,,,,,,,,,,,,
2,Instituto de seguridad laboral,28,Trabajo,"El Instituto de Seguridad Laboral, es la entidad pública encargada de administrar el Seguro Social contra Riesgos de Accidentes del Trabajo y Enfermedades Profesionales. Es un servicio público que pertenece al Ministerio del Trabajo y Previsión Social, y a través de su actuar genera Valor Público otorgando Calidad de Vida a los y las trabajadores/as",https://www.isl.gob.cl/wp-content/uploads/Triptico_ISL_Buzo.pdf,Tríptico Medidas de Prevención para trabajadores/as que realizan actividades laborales de buceo,,,https://www.isl.gob.cl/covid-19/,,,,,,,,,,,,,,,,,,,
2,Instituto de seguridad laboral,29,Trabajo,"El Instituto de Seguridad Laboral, es la entidad pública encargada de administrar el Seguro Social contra Riesgos de Accidentes del Trabajo y Enfermedades Profesionales. Es un servicio público que pertenece al Ministerio del Trabajo y Previsión Social, y a través de su actuar genera Valor Público otorgando Calidad de Vida a los y las trabajadores/as",https://www.isl.gob.cl/wp-content/uploads/Afiche-COVID-19-Empleadores-ISL.pdf,Afiche Covid-19 para Empleadores/as,,,https://www.isl.gob.cl/covid-19/,,,,,,,,,,,,,,,,,,,
2,Instituto de seguridad laboral,30,Trabajo,"El Instituto de Seguridad Laboral, es la entidad pública encargada de administrar el Seguro Social contra Riesgos de Accidentes del Trabajo y Enfermedades Profesionales. Es un servicio público que pertenece al Ministerio del Trabajo y Previsión Social, y a través de su actuar genera Valor Público otorgando Calidad de Vida a los y las trabajadores/as",https://www.isl.gob.cl/wp-content/uploads/Diptico-Coronavirus-COVID-19.pdf,Folleto Informativo COVID-19,,,https://www.isl.gob.cl/covid-19/,,,,2020-03-27,,Chile,Ministerial,,,,,,,,,,,,
2,Instituto de seguridad laboral,31,Trabajo,"El Instituto de Seguridad Laboral, es la entidad pública encargada de administrar el Seguro Social contra Riesgos de Accidentes del Trabajo y Enfermedades Profesionales. Es un servicio público que pertenece al Ministerio del Trabajo y Previsión Social, y a través de su actuar genera Valor Público otorgando Calidad de Vida a los y las trabajadores/as",https://www.isl.gob.cl/wp-content/uploads/Prevenci%C3%B3n-Riesgos-Psicosociales.pdf,INFORMACIÓN SOBRE PREVENCIÓN DE RIESGOS PSICOSOCIALES EN EL TELETRABAJO,,,https://www.isl.gob.cl/covid-19/,,,,,,,,,,,,,,,,,,,
2,Instituto de seguridad laboral,32,Trabajo,"El Instituto de Seguridad Laboral, es la entidad pública encargada de administrar el Seguro Social contra Riesgos de Accidentes del Trabajo y Enfermedades Profesionales. Es un servicio público que pertenece al Ministerio del Trabajo y Previsión Social, y a través de su actuar genera Valor Público otorgando Calidad de Vida a los y las trabajadores/as",https://www.isl.gob.cl/wp-content/uploads/Teletrabajo-Recomendaciones-Autocuidado.pdf,RECOMENDACIONES PARA EL AUTOCUIDADO EN EL TELETRABAJO,,,https://www.isl.gob.cl/covid-19/,,,,,,,,,,,,,,,,,,,
3,Instituto de previsión social,33,Trabajo,"El Instituto de Previsión Social (IPS), es un servicio público creado a partir del artículo 53 de la Ley 20.255, de Reforma al Sistema Previsional, descentralizado, y con personalidad jurídica y patrimonio propio. El IPS desarrolla sus funciones bajo la supervigilancia del Presidente de la República, a través del Ministerio del Trabajo, por intermedio de la Subsecretaría de Previsión Social. Este servicio tiene por objetivo la administración del sistema de pensiones solidarias y de los regímenes previsionales administrados anteriormente por el ex INP, y constituye un servicio público regido por el Sistema de Alta Dirección Pública, establecido en la ley N° 19.882.",,"Locales de pago pensionados, sucursales abiertas (Sábado 28 y Domingo 29 Marzo)",,,https://www.ips.gob.cl/servlet/internet/noticia/1421810692952/locales-pago-operativos-sabado28-domingo29-marzo ,,,,2020-03-27,,Chile,Ministerial,,,,,,,,,,,,
1,Dirección del trabajo,34,Trabajo,"La Dirección del Trabajo es un Servicio Público descentralizado, con personalidad jurídica y patrimonio propio. Está sometido a la supervigilancia del Presidente de la República a través del Ministerio del Trabajo y Previsión Social, y se rige por su Ley Orgánica (D.F.L. Nº 2, del 30 de mayo de 1967) y el D.L. Nº 3.501 de 1981.",,"Centro de consultas COVID-19, preguntas frecuentes.",,,https://www.dt.gob.cl/portal/1628/w3-propertyvalue-178125.html,,,,2020-03-27,,Chile,Ministerial,,,,,,,,,,,,
1,Dirección del trabajo,35,Trabajo,"La Dirección del Trabajo es un Servicio Público descentralizado, con personalidad jurídica y patrimonio propio. Está sometido a la supervigilancia del Presidente de la República a través del Ministerio del Trabajo y Previsión Social, y se rige por su Ley Orgánica (D.F.L. Nº 2, del 30 de mayo de 1967) y el D.L. Nº 3.501 de 1981.",,Últimos dictámenes y normativas. Marco normativo frente al COVID-19.,,,https://www.dt.gob.cl/legislacion/1624/w3-channel.html,,,,2020-03-27,,Chile,Ministerial,,,,,,,,,,,,
1,Dirección del trabajo,36,Trabajo,"La Dirección del Trabajo es un Servicio Público descentralizado, con personalidad jurídica y patrimonio propio. Está sometido a la supervigilancia del Presidente de la República a través del Ministerio del Trabajo y Previsión Social, y se rige por su Ley Orgánica (D.F.L. Nº 2, del 30 de mayo de 1967) y el D.L. Nº 3.501 de 1981.",,"Prensa, últimas noticias",,,https://www.dt.gob.cl/portal/1627/w3-channel.html,,,,2020-03-28,,Chile,Ministerial,,,,,,,,,,,,
4,Ministerio de trabajo y previsión social,37,Trabajo,"El Ministro de Trabajo y Previsión Social es miembro del Gabinete del Gobierno de la República. Su labor esencial la constituye la planificación, orientación, dirección y ejecución de la política laboral del país, con la colaboración de los distin­tos servicios y funcionarios de la rama administrativa de tra­bajo. Es la autoridad superior del Ministerio, ejerce jurisdic­ción en toda la República y desempeña funciones permanentes sobre las dependencias, oficinas, funcionarios y empleados.",https://www.mintrabajo.gob.gt/images/Publicaciones/Coronavirus/1.jpg,"Imagen instructiva COVID-19 ""En tu área de trabajo""",,,https://www.mintrabajo.gob.gt,,,,2020-03-29,,Guatemala,Ministerial,,,,,,,,,,,,
4,Ministerio de trabajo y previsión social,38,Trabajo,"El Ministro de Trabajo y Previsión Social es miembro del Gabinete del Gobierno de la República. Su labor esencial la constituye la planificación, orientación, dirección y ejecución de la política laboral del país, con la colaboración de los distin­tos servicios y funcionarios de la rama administrativa de tra­bajo. Es la autoridad superior del Ministerio, ejerce jurisdic­ción en toda la República y desempeña funciones permanentes sobre las dependencias, oficinas, funcionarios y empleados.",https://www.mintrabajo.gob.gt/images/Publicaciones/Coronavirus/medidas_1.jpg,"Imagen instructiva COVID-19 ""Medidas de contención""",webmaster@mintrabajo.gob.gt,,https://www.mintrabajo.gob.gt,,,,2020-03-29,,Guatemala,Ministerial,,,,,,,,,,,,
4,Ministerio de trabajo y previsión social,39,Trabajo,"El Ministro de Trabajo y Previsión Social es miembro del Gabinete del Gobierno de la República. Su labor esencial la constituye la planificación, orientación, dirección y ejecución de la política laboral del país, con la colaboración de los distin­tos servicios y funcionarios de la rama administrativa de tra­bajo. Es la autoridad superior del Ministerio, ejerce jurisdic­ción en toda la República y desempeña funciones permanentes sobre las dependencias, oficinas, funcionarios y empleados.",https://www.mintrabajo.gob.gt/images/Publicaciones/Coronavirus/Medidas_de_Higiene1.jpg,"Imagen instructiva COVID-19 ""Medidas de higiene""",webmaster@mintrabajo.gob.gt,,https://www.mintrabajo.gob.gt,,,,2020-03-29,,Guatemala,Ministerial,,,,,,,,,,,,
4,Ministerio de trabajo y previsión social,40,Trabajo,"El Ministro de Trabajo y Previsión Social es miembro del Gabinete del Gobierno de la República. Su labor esencial la constituye la planificación, orientación, dirección y ejecución de la política laboral del país, con la colaboración de los distin­tos servicios y funcionarios de la rama administrativa de tra­bajo. Es la autoridad superior del Ministerio, ejerce jurisdic­ción en toda la República y desempeña funciones permanentes sobre las dependencias, oficinas, funcionarios y empleados.",https://www.mintrabajo.gob.gt/images/Publicaciones/Coronavirus/Acuerdo_Ministerial_136-2020_-_Suspenci%C3%B3n_plazos.pdf,"Acuerdo ministerial número 136-2020 ""Suspensión de plazos"": ARTÍCULO 1. Supender, a partir del día de hoy, el cómputo de los términos y plazos legales concedidos a los particulares y a las autoridades ministeriales, en materia administrativa, que competan a esta cartera de Trabajo, considerando a partir de la presente fecha todos los días como inhábiles para el computo de los mismos, los cuales se reanudarán a partir del día siguiente de la culminación de la vigencia del Estado de Calamidad decretado mediante Decreto Gubernativo 5-2020 del Presidente de la República de Guatemala.",webmaster@mintrabajo.gob.gt,,https://www.mintrabajo.gob.gt,,,,2020-03-29,,Guatemala,Ministerial,,,,,,,,,,,,
4,Ministerio de trabajo y previsión social,41,Trabajo,"El Ministro de Trabajo y Previsión Social es miembro del Gabinete del Gobierno de la República. Su labor esencial la constituye la planificación, orientación, dirección y ejecución de la política laboral del país, con la colaboración de los distin­tos servicios y funcionarios de la rama administrativa de tra­bajo. Es la autoridad superior del Ministerio, ejerce jurisdic­ción en toda la República y desempeña funciones permanentes sobre las dependencias, oficinas, funcionarios y empleados.",https://www.mintrabajo.gob.gt/images/Publicaciones/Coronavirus/Decreto_Gubernativo_No._5-2020.pdf,Disposiciones Presidenciales Decreto Gubernativo No. 5-2020. Disposiciones presidenciales en caso de calamidad pública y órdenes para el estricto cumplimiento. ,webmaster@mintrabajo.gob.gt,,https://www.mintrabajo.gob.gt,,,,2020-03-29,,Guatemala,Ministerial,,,,,,,,,,,,
4,Ministerio de trabajo y previsión social,42,Trabajo,"El Ministro de Trabajo y Previsión Social es miembro del Gabinete del Gobierno de la República. Su labor esencial la constituye la planificación, orientación, dirección y ejecución de la política laboral del país, con la colaboración de los distin­tos servicios y funcionarios de la rama administrativa de tra­bajo. Es la autoridad superior del Ministerio, ejerce jurisdic­ción en toda la República y desempeña funciones permanentes sobre las dependencias, oficinas, funcionarios y empleados.",https://www.mintrabajo.gob.gt/images/Publicaciones/Coronavirus/Modificaciones_al_Decreto_Gubernativo_5-2020.pdf,Disposiciones Modificatorias al Decreto Gubernativo No. 5-2020,webmaster@mintrabajo.gob.gt,,https://www.mintrabajo.gob.gt,,,,2020-03-29,,Guatemala,Ministerial,,,,,,,,,,,,
