ID_Fuente,Fuente,ID_Dato ,Categoria,Descripción Fuente,Descarga Link,Descripción información,fecha dato,fecha consulta,Email Contacto,Cobertura,Sitio Web,Link API,Especificaciones API,Descarga FTP,Descarga XML,País,División administrativa,Municipio,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Categorias
7.0,Guatemala.com,32.0,Organizaciones,"Diario,red social Guatemala",https://www.guatemala.com/noticias/sociedad/coronavirus-numero-emergencia-atender-dudas-guatemala.html,"Noticia del 14/03/03, muestra los números de emergencia donde consultar sobre dudes del COVID-19 (1517 Y 1540)",2020-03-14 00:00:00,2020-03-28,,"Internacional, Guatemala",https://mundo.sputniknews.com/,,,,,Guatemala,,,,,,,,,,
8.0,EFE,33.0,Organizaciones,Diario Internacional,https://www.efe.com/efe/america/sociedad/belice-el-ultimo-pais-en-america-registrar-un-caso-de-coronavirus/20000013-4202969,"Noticia sobre Belice, del 23/03/2020 ""Belice, el último país en América en registrar un caso de coronavirus"" ""Les pido que mantengan la calma, sigan las recomendaciones sanitarias y nos ayuden a manejar esta experiencia en la mejor forma en la que podamos y, eso, solo se consigue si cada uno de nosotros cumple con todas las advertencias"" Sharlene Cartwright-Robinson, primera ministra de Turcos y Caicos",2020-03-23 00:00:00,2020-03-28,,"Internacional, Belice",https://www.efe.com/,,,,,Belice,,,,,,,,,,
9.0,Secretaria de Salud,34.0,Organizaciones,Secretaria de Salud de Honduras,https://covid19honduras.org/,"En la página principal, tal como en MINSAL, sale una tabla acrualizada diaria sobre la evolución del COVID-19 en el país ",diario,2020-03-28,,"Internacional, Honduras",https://covid19honduras.org/,,,,,Honduras,,,,,,,,,,
9.0,Secretaria de Salud,35.0,Organizaciones,Secretaria de Salud de Honduras,https://covid19honduras.org/sites/default/files/map2.jpg,"Muestra imagén de mapa, dónde se ubican los hospitales priorizados en Honduras",,2020-03-28,,"Internacional, Honduras",https://covid19honduras.org/,,,,,Honduras,,,,,,,,,,
9.0,Secretaria de Salud,36.0,Organizaciones,Secretaria de Salud de Honduras,https://covid19honduras.org/sites/default/files/map1.jpg,"Muestra imagén de mapa, dónde se ubican los puntos de entrada en Honduras",,2020-03-28,,"Internacional, Honduras",https://covid19honduras.org/,,,,,Honduras,,,,,,,,,,
9.0,Secretaria de Salud,37.0,Organizaciones,Secretaria de Salud de Honduras,https://covid19honduras.org/?q=precios-maximos-canasta-basica,"Comunicado Oficial del Gobierno de Honduras ""Tegucigalpa, 27 de marzo. Desde ayer jueves está vigente el acuerdo del Gobierno de la República, a través de la Secretaría de Desarrollo Económico, que estableció precios máximos de venta al público de los 30 productos que componen la canasta básica alimentaria como medida de apoyo la población que está afectada debido a la emergencia sanitaria por el coronavirus.""",2020-03-27 00:00:00,2020-03-28,,"Internacional, Honduras",https://covid19honduras.org/,,,,,Honduras,,,,,,,,,,
10.0,telesurtv,38.0,Organizaciones,Diario,https://www.telesurtv.net/news/honduras-decreta-toque-queda-coronavirus-20200317-0002.html,"Noticia 17/03/2020 ""
Gobierno hondureño declara toque de queda por coronavirus"" ""En aplicación del decreto de suspensión de garantías (...) se declara toque de queda a nivel nacional y absoluto""  Julián Pacheco, ministro de Seguridad de Honduras. ",2020-03-17 00:00:00,2020-03-28,,"Internacional, Honduras",https://www.telesurtv.net/,,,,,Honduras,,,,,,,,,,
11.0,El Heraldo,39.0,Organizaciones,El Heraldo diario,https://www.elheraldo.hn/especiales/coronavirus/1363047-528/qu%C3%A9-debo-hacer-si-creo-tener-s%C3%ADntomas-de-coronavirus,"Noticia 11/03/2020 ""¿Qué debo hacer si creo tener síntomas de coronavirus?"" (muestra el número al que llamar, 911 de urgencias para hacer cualquier consulta)",2020-03-11 00:00:00,2020-03-28,,"Internacional, Honduras",https://www.elheraldo.hn/especiales/coronavirus/1363047-528/qu%C3%A9-debo-hacer-si-creo-tener-s%C3%ADntomas-de-coronavirus,,,,,Honduras,,,,,,,,,,
12.0,MINSA,40.0,Organizaciones,Ministerio de Salud de Nicaragua (MINSA),http://www.minsa.gob.ni/,"Muestra información a grandes rasgos, no tiene un área de información particular sobre el Coronavirus ",,2020-03-28,,"Internacional, Nicaragua",http://www.minsa.gob.ni/,,,,,Nicaragua,,,,,,,,,,
12.0,MINSA,41.0,Organizaciones,Ministerio de Salud de Nicaragua (MINSA),http://www.minsa.gob.ni/images/stories/Cov-19.png,Imagen de número destinado a atender consultas sobre el Coronavirus en Nicaragua (8418-9953),,2020-03-28,,"Internacional, Nicaragua",http://www.minsa.gob.ni/,,,,,Nicaragua,,,,,,,,,,
12.0,MINSA,42.0,Organizaciones,Ministerio de Salud de Nicaragua (MINSA),"http://www.minsa.gob.ni/index.php/repository/func-download/8482/chk,5a213eebcf0d5b2190ebdf0fd339f2d2/no_html,1/","Link de descarga PDF ofical sobre medidas frente al Coronavirus en Nicaragua, firmado por la Ministra de Salud, Dra. Carolina Dávila Murillo",,2020-03-28,,"Internacional, Nicaragua",http://www.minsa.gob.ni/,,,,,Nicaragua,,,,,,,,,,
12.0,MINSA,43.0,Organizaciones,Ministerio de Salud de Nicaragua (MINSA),http://www.minsa.gob.ni/index.php/110-noticias-2020/5142-situacion-del-coronavirus-al-26-de-marzo,"Noticia del 26/03/2020 compartida por el MINSA ""SITUACIÓN DEL CORONAVIRUS AL 26 DE MARZO"" “que en este momento no tenemos transmisión local comunitaria” Dr. Carlos Sáenz, Secretario General del Ministerio de Salud de Nicaragua",2020-03-26 00:00:00,2020-03-28,,"Internacional, Nicaragua",http://www.minsa.gob.ni/,,,,,Nicaragua,,,,,,,,,,
13.0,Ministerio de Salud ,44.0,Organizaciones,Ministerio de Salud de Costa Rica ,https://www.ministeriodesalud.go.cr/index.php/centro-de-prensa/noticias/741-noticias-2020/1532-lineamientos-nacionales-para-la-vigilancia-de-la-infeccion-por-coronavirus-2019-ncov,"Esta página tiene concentrada toda la información del gobierno de Costa Rica en cuanto a COVID-19, en a parte ""Situación Nacional COVID-19"" Aparecen actualizaciones en PDF diarias sobre la situación nacional ",Diario,2020-03-28,,"Internacional, Costa Rica ",https://www.ministeriodesalud.go.cr/,,,,,Costa Rica,,,,,,,,,,
13.0,Ministerio de Salud ,45.0,Organizaciones,Ministerio de Salud de Costa Rica ,http://geovision.uned.ac.cr/oges/,Mapa geolocalizado sobre el estado nacional del Coronavirus en Costa Rica,Diario,2020-03-28,,"Internacional, Costa Rica ",https://www.ministeriodesalud.go.cr/,,,,,Costa Rica,,,,,,,,,,
13.0,Ministerio de Salud ,46.0,Organizaciones,Ministerio de Salud de Costa Rica ,https://www.ministeriodesalud.go.cr/index.php/centro-de-prensa/noticias/741-noticias-2020/1588-gobierno-amplia-restriccion-vehicular-sanitaria-a-partir-de-las-8-p-m-fines-de-semana,"Noticia 27/03/2020 publicado por el ministerio de salud, ""Gobierno amplía restricción vehicular sanitaria a partir de las 8 p.m. fines de semana"" “Entre más rápido acatemos los lineamientos menos personas saldrán afectadas, estamos salvando vidas y esa es la manera en la que todos podemos colaborar. Hacemos un llamado una vez más a que por favor colabore con la policía y con las demás autoridades que están en calle resguardando su integridad para mitigar los efectos del virus” Michael Soto, ministro de Seguridad Pública de Costa Rica",2020-03-27 00:00:00,2020-03-28,,"Internacional, Costa Rica ",https://www.ministeriodesalud.go.cr/,,,,,Costa Rica,,,,,,,,,,
14.0,El observador,47.0,Organizaciones,Diario de Puerto Rico,https://observador.cr/noticia/salud-habilita-linea-telefonica-para-evacuar-consultas-sobre-el-coronavirus/,"Noticia del 13/03/2020 muestra los número de telefonos a llamar para hacer consultas sobre el coronavirus, línea 1322 y línea de emergencias general 911  ",2020-03-13 00:00:00,2020-03-28,,"Internacional, Costa Rica ",https://observador.cr/,,,,,Costa Rica,,,,,,,,,,
15.0,MINSA,48.0,Organizaciones,Ministerio de Salud de Panamá ,http://minsa.gob.pa/coronavirus-covid19,Esta página muestra en tiempo real una gráfica sobre la evolución del Coronavirus en Panamá,Diario,2020-03-28,,"Internacional, Panamá",http://www.minsa.gob.pa/,,,,,Panamá,,,,,,,,,,
15.0,MINSA,49.0,Organizaciones,Ministerio de Salud de Panamá ,http://www.minsa.gob.pa/destacado/coronavirus-covid-19,"Página que muestra actualizaciones sobre programas, medidas preventivas, etc. Que toma el Gobierno de Panamá frente al Coronavirus",2020-01-30 00:00:00,2020-03-28,,"Internacional, Panamá",http://www.minsa.gob.pa/,,,,,Panamá,,,,,,,,,,
15.0,MINSA,50.0,Organizaciones,Ministerio de Salud de Panamá ,https://yomeinformopma.org/,"Web especialmente dedicada al Coronavirus en Panamá, muestra el conteo diario de casos, datos sobre prevención y las líneas a las cuales llamar en caso de consulta (169 y 6997-1234 vía whatsApp)",,2020-03-28,,"Internacional, Panamá",http://www.minsa.gob.pa/,,,,,Panamá,,,,,,,,,,
16.0,MINSAL,51.0,Organizaciones,Ministerio de Salud de El Salvador,https://covid19.gob.sv/,"Plataforma especialmente dirigida al coronavirus por parte del ministererio de salud de El Salvador, muestra el avance diario del COVID-19 en el país, además de gáficas sobre el género, grupo etario, país de procedencia, etc. De los infectados",Diario,2020-03-29,,"Internacional, El Salvador",https://covid19.gob.sv/,,,,,El Salvador,,,,,,,,,,
16.0,MINSAL,52.0,Organizaciones,Ministerio de Salud de El Salvador,https://covid19.presidencia.gob.sv/,Declaraciones oficiales del Gobierno por medio de su presidente de la republica en cuanto al Coronavirus,,2020-03-29,,"Internacional, El Salvador",https://covid19.gob.sv/,,,,,El Salvador,,,,,,,,,,
16.0,MINSAL,53.0,Organizaciones,Ministerio de Salud de El Salvador,https://covid19.gob.sv/orientaciones-tecnicas/,"Web oficial del COVID-19 en El Salvador, pestaña de ""Orientaciones Técnicas"" muestra el número donde hay que llamar en caso de consultas (132) además de Actualizaciones de PDF sobre reportes de la situación de coronavirus en el país",Diario,2020-03-29,,"Internacional, El Salvador",https://covid19.gob.sv/,,,,,El Salvador,,,,,,,,,,
16.0,Twitter,54.0,Organizaciones,Twitter,https://twitter.com/nayibbukele/status/1242811125227499521,"Twitter Oficial del Presidente de El Salvador Nayib Burkele ""El mundo no está haciendo lo suficiente para detener el virus. Su avance es implacable y ya tiene a los países más poderosos de rodillas. Nosotros tampoco hacemos lo suficiente. Lo peor es que hay quienes reclaman que estamos siendo muy estrictos. No han entendido nada""",2020-03-28 00:00:00,2020-03-29,,"Internacional, El Salvador",https://twitter.com/,,,,,El Salvador,,,,,,,,,,
17.0,Diatintas Latitudes ,55.0,Organizaciones,Conjunto de medios Mexicanos unidos para recopilar información ,https://distintaslatitudes.net/explicadores/coronavirus-america-latina,"Qué pasos debo seguir si tengo sintomas de coronavirus, recopilación de diferentes países ",2020-03-19 00:00:00,2020-03-29,,Internacional,https://distintaslatitudes.net/,,,,,,,,,,,,,,,
17.0,Diatintas Latitudes ,56.0,Organizaciones,Conjunto de medios Mexicanos unidos para recopilar información ,https://distintaslatitudes.net/explicadores/coronavirus-america-latina,"Dónde llamar si tengo sintomas/consultas en Brasil (136 para preguntas, 192 Samu) Precio de la prueba de COVID-19 hasta US$500",2020-03-19 00:00:00,2020-03-29,,"Internacional, Brasil",https://distintaslatitudes.net/,,,,,Brasil,,,,,,,,,,
17.0,Diatintas Latitudes ,57.0,Organizaciones,Conjunto de medios Mexicanos unidos para recopilar información ,https://distintaslatitudes.net/explicadores/coronavirus-america-latina,"Dónde llamar si tengo sintomas/consultas en Argentina (107 para emergencias, +57(1)3305071 línea atención de desastres) La pureba para COVID-19 es gratuita",2020-03-19 00:00:00,2020-03-29,,"Internacional, Argentina",https://distintaslatitudes.net/,,,,,Argentina,,,,,,,,,,
17.0,Diatintas Latitudes ,58.0,Organizaciones,Conjunto de medios Mexicanos unidos para recopilar información ,https://distintaslatitudes.net/explicadores/coronavirus-america-latina,Dónde llamar si tengo sintomas/consultas en Chile (600 360 77 77 salud responde) el costo de la prueba va desde gratis a CL$5.600 para los usuarios de FONASA,2020-03-19 00:00:00,2020-03-29,,Nacional,https://distintaslatitudes.net/,,,,,Chile,,,,,,,,,,
