Entity,Code,Date,Total confirmed cases (cases),Daily new confirmed cases (cases)
Egypt,EGY,"Apr 1, 2020",656,47
Egypt,EGY,"Apr 2, 2020",710,54
Egypt,EGY,"Apr 3, 2020",779,69
Egypt,EGY,"Apr 4, 2020",779,0
Egypt,EGY,"Apr 5, 2020",985,206
Egypt,EGY,"Apr 6, 2020",1070,85
Egypt,EGY,"Apr 7, 2020",1073,3
Egypt,EGY,"Apr 8, 2020",1322,249
Egypt,EGY,"Apr 9, 2020",1560,238
Egypt,EGY,"Apr 10, 2020",1699,139
Egypt,EGY,"Apr 11, 2020",1794,95
Egypt,EGY,"Apr 12, 2020",1939,145
Egypt,EGY,"Apr 13, 2020",2065,126
Egypt,EGY,"Apr 14, 2020",2190,125
Egypt,EGY,"Apr 15, 2020",2350,160
Egypt,EGY,"Apr 16, 2020",2505,155
El Salvador,SLV,"Mar 19, 2020",1,1
El Salvador,SLV,"Mar 20, 2020",1,0
El Salvador,SLV,"Mar 21, 2020",3,2
El Salvador,SLV,"Mar 22, 2020",3,0
El Salvador,SLV,"Mar 23, 2020",3,0
El Salvador,SLV,"Mar 24, 2020",5,2
El Salvador,SLV,"Mar 25, 2020",9,4
El Salvador,SLV,"Mar 26, 2020",13,4
El Salvador,SLV,"Mar 27, 2020",13,0
El Salvador,SLV,"Mar 28, 2020",13,0
El Salvador,SLV,"Mar 29, 2020",19,6
El Salvador,SLV,"Mar 30, 2020",30,11
El Salvador,SLV,"Mar 31, 2020",32,2
El Salvador,SLV,"Apr 1, 2020",32,0
El Salvador,SLV,"Apr 2, 2020",41,9
El Salvador,SLV,"Apr 3, 2020",46,5
El Salvador,SLV,"Apr 4, 2020",56,10
El Salvador,SLV,"Apr 5, 2020",62,6
El Salvador,SLV,"Apr 6, 2020",69,7
El Salvador,SLV,"Apr 7, 2020",78,9
El Salvador,SLV,"Apr 8, 2020",78,0
El Salvador,SLV,"Apr 9, 2020",103,25
El Salvador,SLV,"Apr 10, 2020",117,14
El Salvador,SLV,"Apr 11, 2020",118,1
El Salvador,SLV,"Apr 12, 2020",118,0
El Salvador,SLV,"Apr 13, 2020",125,7
El Salvador,SLV,"Apr 14, 2020",149,24
El Salvador,SLV,"Apr 15, 2020",159,10
El Salvador,SLV,"Apr 16, 2020",159,0
Equatorial Guinea,GNQ,"Mar 15, 2020",1,1
Equatorial Guinea,GNQ,"Mar 16, 2020",1,0
Equatorial Guinea,GNQ,"Mar 17, 2020",1,0
Equatorial Guinea,GNQ,"Mar 18, 2020",1,0
Equatorial Guinea,GNQ,"Mar 19, 2020",3,2
Equatorial Guinea,GNQ,"Mar 20, 2020",4,1
Equatorial Guinea,GNQ,"Mar 21, 2020",4,0
Equatorial Guinea,GNQ,"Mar 22, 2020",6,2
Equatorial Guinea,GNQ,"Mar 23, 2020",6,0
Equatorial Guinea,GNQ,"Mar 24, 2020",9,3
Equatorial Guinea,GNQ,"Mar 25, 2020",9,0
Equatorial Guinea,GNQ,"Mar 26, 2020",11,2
Equatorial Guinea,GNQ,"Mar 27, 2020",12,1
Equatorial Guinea,GNQ,"Mar 28, 2020",13,1
Equatorial Guinea,GNQ,"Mar 29, 2020",13,0
Equatorial Guinea,GNQ,"Mar 30, 2020",14,1
Equatorial Guinea,GNQ,"Mar 31, 2020",14,0
Equatorial Guinea,GNQ,"Apr 1, 2020",15,1
Equatorial Guinea,GNQ,"Apr 2, 2020",15,0
Equatorial Guinea,GNQ,"Apr 3, 2020",15,0
Equatorial Guinea,GNQ,"Apr 4, 2020",16,1
Equatorial Guinea,GNQ,"Apr 5, 2020",16,0
Equatorial Guinea,GNQ,"Apr 6, 2020",16,0
Equatorial Guinea,GNQ,"Apr 7, 2020",16,0
Equatorial Guinea,GNQ,"Apr 8, 2020",16,0
Equatorial Guinea,GNQ,"Apr 9, 2020",18,2
Equatorial Guinea,GNQ,"Apr 10, 2020",18,0
Equatorial Guinea,GNQ,"Apr 11, 2020",18,0
Equatorial Guinea,GNQ,"Apr 12, 2020",18,0
Equatorial Guinea,GNQ,"Apr 13, 2020",21,3
Equatorial Guinea,GNQ,"Apr 14, 2020",21,0
Equatorial Guinea,GNQ,"Apr 15, 2020",41,20
Equatorial Guinea,GNQ,"Apr 16, 2020",51,10
Eritrea,ERI,"Mar 22, 2020",1,1
Eritrea,ERI,"Mar 23, 2020",1,0
Eritrea,ERI,"Mar 24, 2020",1,0
Eritrea,ERI,"Mar 25, 2020",1,0
Eritrea,ERI,"Mar 26, 2020",4,3
Eritrea,ERI,"Mar 27, 2020",6,2
Eritrea,ERI,"Mar 28, 2020",6,0
Eritrea,ERI,"Mar 29, 2020",6,0
Eritrea,ERI,"Mar 30, 2020",12,6
Eritrea,ERI,"Mar 31, 2020",12,0
Eritrea,ERI,"Apr 1, 2020",15,3
Eritrea,ERI,"Apr 2, 2020",18,3
Eritrea,ERI,"Apr 3, 2020",22,4
Eritrea,ERI,"Apr 4, 2020",22,0
Eritrea,ERI,"Apr 5, 2020",29,7
Eritrea,ERI,"Apr 6, 2020",29,0
Eritrea,ERI,"Apr 7, 2020",31,2
Eritrea,ERI,"Apr 8, 2020",31,0
Eritrea,ERI,"Apr 9, 2020",33,2
Eritrea,ERI,"Apr 10, 2020",33,0
Eritrea,ERI,"Apr 11, 2020",34,1
Eritrea,ERI,"Apr 12, 2020",34,0
Eritrea,ERI,"Apr 13, 2020",34,0
Eritrea,ERI,"Apr 14, 2020",34,0
Eritrea,ERI,"Apr 15, 2020",35,1
Eritrea,ERI,"Apr 16, 2020",35,0
Estonia,EST,"Dec 31, 2019",0,0
Estonia,EST,"Jan 1, 2020",0,0
Estonia,EST,"Jan 2, 2020",0,0
Estonia,EST,"Jan 3, 2020",0,0
Estonia,EST,"Jan 4, 2020",0,0
Estonia,EST,"Jan 5, 2020",0,0
Estonia,EST,"Jan 6, 2020",0,0
Estonia,EST,"Jan 7, 2020",0,0
Estonia,EST,"Jan 8, 2020",0,0
Estonia,EST,"Jan 9, 2020",0,0
Estonia,EST,"Jan 10, 2020",0,0
Estonia,EST,"Jan 11, 2020",0,0
Estonia,EST,"Jan 12, 2020",0,0
Estonia,EST,"Jan 13, 2020",0,0
Estonia,EST,"Jan 14, 2020",0,0
Estonia,EST,"Jan 15, 2020",0,0
Estonia,EST,"Jan 16, 2020",0,0
Estonia,EST,"Jan 17, 2020",0,0
Estonia,EST,"Jan 18, 2020",0,0
Estonia,EST,"Jan 19, 2020",0,0
Estonia,EST,"Jan 20, 2020",0,0
Estonia,EST,"Jan 21, 2020",0,0
Estonia,EST,"Jan 22, 2020",0,0
Estonia,EST,"Jan 23, 2020",0,0
Estonia,EST,"Jan 24, 2020",0,0
Estonia,EST,"Jan 25, 2020",0,0
Estonia,EST,"Jan 26, 2020",0,0
Estonia,EST,"Jan 27, 2020",0,0
Estonia,EST,"Jan 28, 2020",0,0
Estonia,EST,"Jan 29, 2020",0,0
Estonia,EST,"Jan 30, 2020",0,0
Estonia,EST,"Jan 31, 2020",0,0
Estonia,EST,"Feb 1, 2020",0,0
Estonia,EST,"Feb 2, 2020",0,0
Estonia,EST,"Feb 3, 2020",0,0
Estonia,EST,"Feb 4, 2020",0,0
Estonia,EST,"Feb 5, 2020",0,0
Estonia,EST,"Feb 6, 2020",0,0
Estonia,EST,"Feb 7, 2020",0,0
Estonia,EST,"Feb 8, 2020",0,0
Estonia,EST,"Feb 9, 2020",0,0
Estonia,EST,"Feb 10, 2020",0,0
Estonia,EST,"Feb 11, 2020",0,0
Estonia,EST,"Feb 12, 2020",0,0
Estonia,EST,"Feb 13, 2020",0,0
Estonia,EST,"Feb 14, 2020",0,0
Estonia,EST,"Feb 15, 2020",0,0
Estonia,EST,"Feb 16, 2020",0,0
Estonia,EST,"Feb 17, 2020",0,0
Estonia,EST,"Feb 18, 2020",0,0
Estonia,EST,"Feb 19, 2020",0,0
Estonia,EST,"Feb 20, 2020",0,0
Estonia,EST,"Feb 21, 2020",0,0
Estonia,EST,"Feb 22, 2020",0,0
Estonia,EST,"Feb 23, 2020",0,0
Estonia,EST,"Feb 24, 2020",0,0
Estonia,EST,"Feb 25, 2020",0,0
Estonia,EST,"Feb 26, 2020",0,0
Estonia,EST,"Feb 27, 2020",0,0
Estonia,EST,"Feb 28, 2020",1,1
Estonia,EST,"Feb 29, 2020",1,0
Estonia,EST,"Mar 1, 2020",1,0
Estonia,EST,"Mar 2, 2020",1,0
Estonia,EST,"Mar 4, 2020",2,1
Estonia,EST,"Mar 6, 2020",5,3
Estonia,EST,"Mar 7, 2020",10,5
Estonia,EST,"Mar 11, 2020",13,3
Estonia,EST,"Mar 12, 2020",16,3
Estonia,EST,"Mar 13, 2020",27,11
Estonia,EST,"Mar 14, 2020",79,52
Estonia,EST,"Mar 15, 2020",115,36
Estonia,EST,"Mar 16, 2020",171,56
Estonia,EST,"Mar 17, 2020",205,34
Estonia,EST,"Mar 18, 2020",225,20
Estonia,EST,"Mar 19, 2020",258,33
Estonia,EST,"Mar 20, 2020",267,9
Estonia,EST,"Mar 21, 2020",283,16
Estonia,EST,"Mar 22, 2020",306,23
Estonia,EST,"Mar 23, 2020",326,20
Estonia,EST,"Mar 24, 2020",352,26
Estonia,EST,"Mar 25, 2020",369,17
Estonia,EST,"Mar 26, 2020",404,35
Estonia,EST,"Mar 27, 2020",538,134
Estonia,EST,"Mar 28, 2020",575,37
Estonia,EST,"Mar 29, 2020",640,65
Estonia,EST,"Mar 30, 2020",679,39
Estonia,EST,"Mar 31, 2020",715,36
Estonia,EST,"Apr 1, 2020",745,30
Estonia,EST,"Apr 2, 2020",779,34
Estonia,EST,"Apr 3, 2020",858,79
Estonia,EST,"Apr 4, 2020",961,103
Estonia,EST,"Apr 5, 2020",1018,57
Estonia,EST,"Apr 6, 2020",1097,79
Estonia,EST,"Apr 7, 2020",1108,11
Estonia,EST,"Apr 8, 2020",1149,41
Estonia,EST,"Apr 9, 2020",1185,36
Estonia,EST,"Apr 10, 2020",1207,22
Estonia,EST,"Apr 11, 2020",1258,51
Estonia,EST,"Apr 12, 2020",1304,46
Estonia,EST,"Apr 13, 2020",1309,5
Estonia,EST,"Apr 14, 2020",1332,23
Estonia,EST,"Apr 15, 2020",1373,41
Estonia,EST,"Apr 16, 2020",1402,29
Ethiopia,ETH,"Mar 14, 2020",1,1
Ethiopia,ETH,"Mar 15, 2020",1,0
Ethiopia,ETH,"Mar 16, 2020",4,3
Ethiopia,ETH,"Mar 17, 2020",5,1
Ethiopia,ETH,"Mar 18, 2020",5,0
Ethiopia,ETH,"Mar 19, 2020",6,1
Ethiopia,ETH,"Mar 20, 2020",7,1
Ethiopia,ETH,"Mar 21, 2020",9,2
Ethiopia,ETH,"Mar 22, 2020",9,0
Ethiopia,ETH,"Mar 23, 2020",11,2
Ethiopia,ETH,"Mar 24, 2020",11,0
Ethiopia,ETH,"Mar 25, 2020",11,0
Ethiopia,ETH,"Mar 26, 2020",12,1
Ethiopia,ETH,"Mar 27, 2020",12,0
Ethiopia,ETH,"Mar 28, 2020",16,4
Ethiopia,ETH,"Mar 29, 2020",16,0
Ethiopia,ETH,"Mar 30, 2020",16,0
Ethiopia,ETH,"Mar 31, 2020",23,7
Ethiopia,ETH,"Apr 1, 2020",25,2
Ethiopia,ETH,"Apr 2, 2020",29,4
Ethiopia,ETH,"Apr 3, 2020",29,0
Ethiopia,ETH,"Apr 4, 2020",35,6
Ethiopia,ETH,"Apr 5, 2020",38,3
Ethiopia,ETH,"Apr 6, 2020",43,5
Ethiopia,ETH,"Apr 7, 2020",44,1
Ethiopia,ETH,"Apr 8, 2020",52,8
Ethiopia,ETH,"Apr 9, 2020",55,3
Ethiopia,ETH,"Apr 10, 2020",56,1
Ethiopia,ETH,"Apr 11, 2020",65,9
Ethiopia,ETH,"Apr 12, 2020",69,4
Ethiopia,ETH,"Apr 13, 2020",71,2
Ethiopia,ETH,"Apr 14, 2020",74,3
Ethiopia,ETH,"Apr 15, 2020",82,8
Ethiopia,ETH,"Apr 16, 2020",85,3
Europe,,"Dec 31, 2019",0,0
Europe,,"Jan 1, 2020",0,0
Europe,,"Jan 2, 2020",0,0
Europe,,"Jan 3, 2020",0,0
Europe,,"Jan 4, 2020",0,0
Europe,,"Jan 5, 2020",0,0
Europe,,"Jan 6, 2020",0,0
Europe,,"Jan 7, 2020",0,0
Europe,,"Jan 8, 2020",0,0
Europe,,"Jan 9, 2020",0,0
Europe,,"Jan 10, 2020",0,0
Europe,,"Jan 11, 2020",0,0
Europe,,"Jan 12, 2020",0,0
Europe,,"Jan 13, 2020",0,0
Europe,,"Jan 14, 2020",0,0
Europe,,"Jan 15, 2020",0,0
Europe,,"Jan 16, 2020",0,0
Europe,,"Jan 17, 2020",0,0
Europe,,"Jan 18, 2020",0,0
Europe,,"Jan 19, 2020",0,0
Europe,,"Jan 20, 2020",0,0
Europe,,"Jan 21, 2020",0,0
Europe,,"Jan 22, 2020",0,0
Europe,,"Jan 23, 2020",0,0
Europe,,"Jan 24, 2020",0,0
Europe,,"Jan 25, 2020",3,3
Europe,,"Jan 26, 2020",3,0
Europe,,"Jan 27, 2020",3,0
Europe,,"Jan 28, 2020",4,1
Europe,,"Jan 29, 2020",8,4
Europe,,"Jan 30, 2020",10,2
Europe,,"Jan 31, 2020",17,7
Europe,,"Feb 1, 2020",23,6
Europe,,"Feb 2, 2020",24,1
Europe,,"Feb 3, 2020",25,1
Europe,,"Feb 4, 2020",28,3
Europe,,"Feb 5, 2020",28,0
Europe,,"Feb 6, 2020",28,0
Europe,,"Feb 7, 2020",30,2
Europe,,"Feb 8, 2020",36,6
Europe,,"Feb 9, 2020",37,1
Europe,,"Feb 10, 2020",38,1
Europe,,"Feb 11, 2020",42,4
Europe,,"Feb 12, 2020",44,2
Europe,,"Feb 13, 2020",45,1
Europe,,"Feb 14, 2020",45,0
Europe,,"Feb 15, 2020",45,0
Europe,,"Feb 16, 2020",45,0
Europe,,"Feb 17, 2020",46,1
Europe,,"Feb 18, 2020",46,0
Europe,,"Feb 19, 2020",46,0
Europe,,"Feb 20, 2020",46,0
Europe,,"Feb 21, 2020",46,0
Europe,,"Feb 22, 2020",60,14
Europe,,"Feb 23, 2020",122,62
Europe,,"Feb 24, 2020",179,57
Europe,,"Feb 25, 2020",277,98
Europe,,"Feb 26, 2020",382,105
Europe,,"Feb 27, 2020",480,98
Europe,,"Feb 28, 2020",819,339
Europe,,"Feb 29, 2020",1120,301
Europe,,"Mar 1, 2020",1524,404
Europe,,"Mar 2, 2020",2203,679
Europe,,"Mar 3, 2020",2701,498
Europe,,"Mar 4, 2020",3361,660
Europe,,"Mar 5, 2020",4283,922
Europe,,"Mar 6, 2020",5669,1386
Europe,,"Mar 7, 2020",7522,1853
Europe,,"Mar 8, 2020",9473,1951
Europe,,"Mar 9, 2020",11975,2502
Europe,,"Mar 10, 2020",15346,3371
Europe,,"Mar 11, 2020",18032,2686
Europe,,"Mar 12, 2020",22897,4865
Europe,,"Mar 13, 2020",29340,6443
Europe,,"Mar 14, 2020",36155,6815
Europe,,"Mar 15, 2020",44835,8680
Europe,,"Mar 16, 2020",54328,9493
Europe,,"Mar 17, 2020",63737,9409
Europe,,"Mar 18, 2020",74161,10424
Europe,,"Mar 19, 2020",86557,12396
Europe,,"Mar 20, 2020",107491,20934
Europe,,"Mar 21, 2020",126885,19394
Europe,,"Mar 22, 2020",149253,22368
Europe,,"Mar 23, 2020",168879,19626
Europe,,"Mar 24, 2020",192389,23510
Europe,,"Mar 25, 2020",215876,23487
Europe,,"Mar 26, 2020",244778,28902
Europe,,"Mar 27, 2020",279227,34449
Europe,,"Mar 28, 2020",314217,34990
Europe,,"Mar 29, 2020",348634,34417
Europe,,"Mar 30, 2020",378385,29751
Europe,,"Mar 31, 2020",407298,28913
Europe,,"Apr 1, 2020",444541,37243
Europe,,"Apr 2, 2020",480702,36161
Europe,,"Apr 3, 2020",515383,34681
Europe,,"Apr 4, 2020",553307,37924
Europe,,"Apr 5, 2020",587850,34543
Europe,,"Apr 6, 2020",618204,30354
Europe,,"Apr 7, 2020",645273,27069
Europe,,"Apr 8, 2020",674103,28830
Europe,,"Apr 9, 2020",707774,33671
Europe,,"Apr 10, 2020",743197,35423
Europe,,"Apr 11, 2020",777239,34042
Europe,,"Apr 12, 2020",811562,34323
Europe,,"Apr 13, 2020",839010,27448
Europe,,"Apr 14, 2020",863459,24449
Europe,,"Apr 15, 2020",891929,28470
Europe,,"Apr 16, 2020",923265,31336
European Union,,"Dec 31, 2019",0,0
European Union,,"Jan 1, 2020",0,0
European Union,,"Jan 2, 2020",0,0
European Union,,"Jan 3, 2020",0,0
European Union,,"Jan 4, 2020",0,0
European Union,,"Jan 5, 2020",0,0
European Union,,"Jan 6, 2020",0,0
European Union,,"Jan 7, 2020",0,0
European Union,,"Jan 8, 2020",0,0
European Union,,"Jan 9, 2020",0,0
European Union,,"Jan 10, 2020",0,0
European Union,,"Jan 11, 2020",0,0
European Union,,"Jan 12, 2020",0,0
European Union,,"Jan 13, 2020",0,0
European Union,,"Jan 14, 2020",0,0
European Union,,"Jan 15, 2020",0,0
European Union,,"Jan 16, 2020",0,0
European Union,,"Jan 17, 2020",0,0
European Union,,"Jan 18, 2020",0,0
European Union,,"Jan 19, 2020",0,0
European Union,,"Jan 20, 2020",0,0
European Union,,"Jan 21, 2020",0,0
European Union,,"Jan 22, 2020",0,0
European Union,,"Jan 23, 2020",0,0
European Union,,"Jan 24, 2020",0,0
European Union,,"Jan 25, 2020",3,3
European Union,,"Jan 26, 2020",3,0
European Union,,"Jan 27, 2020",3,0
European Union,,"Jan 28, 2020",4,1
European Union,,"Jan 29, 2020",8,4
European Union,,"Jan 30, 2020",10,2
European Union,,"Jan 31, 2020",17,7
European Union,,"Feb 1, 2020",21,4
European Union,,"Feb 2, 2020",22,1
European Union,,"Feb 3, 2020",23,1
European Union,,"Feb 4, 2020",26,3
European Union,,"Feb 5, 2020",26,0
European Union,,"Feb 6, 2020",26,0
European Union,,"Feb 7, 2020",28,2
European Union,,"Feb 8, 2020",34,6
European Union,,"Feb 9, 2020",35,1
European Union,,"Feb 10, 2020",36,1
European Union,,"Feb 11, 2020",40,4
European Union,,"Feb 12, 2020",42,2
European Union,,"Feb 13, 2020",43,1
European Union,,"Feb 14, 2020",43,0
European Union,,"Feb 15, 2020",43,0
European Union,,"Feb 16, 2020",43,0
European Union,,"Feb 17, 2020",44,1
European Union,,"Feb 18, 2020",44,0
European Union,,"Feb 19, 2020",44,0
European Union,,"Feb 20, 2020",44,0
European Union,,"Feb 21, 2020",44,0
European Union,,"Feb 22, 2020",58,14
European Union,,"Feb 23, 2020",120,62
European Union,,"Feb 24, 2020",177,57
European Union,,"Feb 25, 2020",275,98
European Union,,"Feb 26, 2020",379,104
European Union,,"Feb 27, 2020",475,96
European Union,,"Feb 28, 2020",802,327
European Union,,"Feb 29, 2020",1095,293
European Union,,"Mar 1, 2020",1484,389
European Union,,"Mar 2, 2020",2144,660
European Union,,"Mar 3, 2020",2625,481
European Union,,"Mar 4, 2020",3253,628
European Union,,"Mar 5, 2020",4114,861
European Union,,"Mar 6, 2020",5422,1308
European Union,,"Mar 7, 2020",7107,1685
European Union,,"Mar 8, 2020",8955,1848
European Union,,"Mar 9, 2020",11352,2397
European Union,,"Mar 10, 2020",14632,3280
European Union,,"Mar 11, 2020",17082,2450
European Union,,"Mar 12, 2020",21528,4446
European Union,,"Mar 13, 2020",27555,6027
European Union,,"Mar 14, 2020",34048,6493
European Union,,"Mar 15, 2020",42126,8078
European Union,,"Mar 16, 2020",50509,8383
European Union,,"Mar 17, 2020",59723,9214
European Union,,"Mar 18, 2020",69427,9704
European Union,,"Mar 19, 2020",81171,11744
European Union,,"Mar 20, 2020",100742,19571
European Union,,"Mar 21, 2020",118758,18016
European Union,,"Mar 22, 2020",139423,20665
European Union,,"Mar 23, 2020",157487,18064
European Union,,"Mar 24, 2020",179465,21978
European Union,,"Mar 25, 2020",201669,22204
European Union,,"Mar 26, 2020",228766,27097
European Union,,"Mar 27, 2020",261407,32641
European Union,,"Mar 28, 2020",293930,32523
European Union,,"Mar 29, 2020",326263,32333
European Union,,"Mar 30, 2020",353918,27655
European Union,,"Mar 31, 2020",380951,27033
European Union,,"Apr 1, 2020",416191,35240
European Union,,"Apr 2, 2020",450004,33813
European Union,,"Apr 3, 2020",481899,31895
European Union,,"Apr 4, 2020",516878,34979
European Union,,"Apr 5, 2020",548805,31927
European Union,,"Apr 6, 2020",576574,27769
European Union,,"Apr 7, 2020",601105,24531
European Union,,"Apr 8, 2020",627208,26103
European Union,,"Apr 9, 2020",658073,30865
European Union,,"Apr 10, 2020",689845,31772
European Union,,"Apr 11, 2020",719880,30035
European Union,,"Apr 12, 2020",750681,30801
European Union,,"Apr 13, 2020",774195,23514
European Union,,"Apr 14, 2020",794895,20700
European Union,,"Apr 15, 2020",818813,23918
European Union,,"Apr 16, 2020",843689,24876
Faeroe Islands,FRO,"Mar 20, 2020",72,72
Faeroe Islands,FRO,"Mar 21, 2020",80,8
Faeroe Islands,FRO,"Mar 22, 2020",92,12
Faeroe Islands,FRO,"Mar 23, 2020",115,23
Faeroe Islands,FRO,"Mar 24, 2020",118,3
Faeroe Islands,FRO,"Mar 25, 2020",122,4
Faeroe Islands,FRO,"Mar 26, 2020",132,10
Faeroe Islands,FRO,"Mar 27, 2020",140,8
Faeroe Islands,FRO,"Mar 28, 2020",144,4
Faeroe Islands,FRO,"Mar 29, 2020",155,11
Faeroe Islands,FRO,"Mar 30, 2020",159,4
Faeroe Islands,FRO,"Mar 31, 2020",168,9
Faeroe Islands,FRO,"Apr 1, 2020",169,1
Faeroe Islands,FRO,"Apr 2, 2020",173,4
Faeroe Islands,FRO,"Apr 3, 2020",177,4
Faeroe Islands,FRO,"Apr 4, 2020",179,2
Faeroe Islands,FRO,"Apr 5, 2020",181,2
Faeroe Islands,FRO,"Apr 6, 2020",181,0
Faeroe Islands,FRO,"Apr 7, 2020",183,2
Faeroe Islands,FRO,"Apr 8, 2020",184,1
Faeroe Islands,FRO,"Apr 9, 2020",184,0
Faeroe Islands,FRO,"Apr 10, 2020",184,0
Faeroe Islands,FRO,"Apr 11, 2020",184,0
Faeroe Islands,FRO,"Apr 12, 2020",184,0
Faeroe Islands,FRO,"Apr 13, 2020",184,0
Faeroe Islands,FRO,"Apr 14, 2020",184,0
Faeroe Islands,FRO,"Apr 15, 2020",184,0
Faeroe Islands,FRO,"Apr 16, 2020",184,0
Falkland Islands,FLK,"Apr 4, 2020",1,1
Falkland Islands,FLK,"Apr 5, 2020",1,0
Falkland Islands,FLK,"Apr 6, 2020",2,1
Falkland Islands,FLK,"Apr 7, 2020",2,0
Falkland Islands,FLK,"Apr 8, 2020",5,3
Falkland Islands,FLK,"Apr 9, 2020",5,0
Falkland Islands,FLK,"Apr 10, 2020",5,0
Falkland Islands,FLK,"Apr 11, 2020",5,0
Falkland Islands,FLK,"Apr 12, 2020",5,0
Falkland Islands,FLK,"Apr 13, 2020",5,0
Falkland Islands,FLK,"Apr 14, 2020",5,0
Falkland Islands,FLK,"Apr 15, 2020",11,6
Falkland Islands,FLK,"Apr 16, 2020",11,0
Fiji,FJI,"Mar 20, 2020",1,1
Fiji,FJI,"Mar 21, 2020",1,0
Fiji,FJI,"Mar 22, 2020",2,1
Fiji,FJI,"Mar 23, 2020",3,1
Fiji,FJI,"Mar 24, 2020",4,1
Fiji,FJI,"Mar 25, 2020",5,1
Fiji,FJI,"Mar 26, 2020",5,0
Fiji,FJI,"Mar 27, 2020",5,0
Fiji,FJI,"Mar 28, 2020",5,0
Fiji,FJI,"Mar 29, 2020",5,0
Fiji,FJI,"Mar 30, 2020",5,0
Fiji,FJI,"Mar 31, 2020",5,0
Fiji,FJI,"Apr 1, 2020",5,0
Fiji,FJI,"Apr 2, 2020",7,2
Fiji,FJI,"Apr 3, 2020",7,0
Fiji,FJI,"Apr 4, 2020",12,5
Fiji,FJI,"Apr 5, 2020",12,0
Fiji,FJI,"Apr 6, 2020",14,2
Fiji,FJI,"Apr 7, 2020",14,0
Fiji,FJI,"Apr 8, 2020",15,1
Fiji,FJI,"Apr 9, 2020",15,0
Fiji,FJI,"Apr 10, 2020",15,0
Fiji,FJI,"Apr 11, 2020",16,1
Fiji,FJI,"Apr 12, 2020",16,0
Fiji,FJI,"Apr 13, 2020",16,0
Fiji,FJI,"Apr 14, 2020",16,0
Fiji,FJI,"Apr 15, 2020",16,0
Fiji,FJI,"Apr 16, 2020",16,0
Finland,FIN,"Dec 31, 2019",0,0
Finland,FIN,"Jan 1, 2020",0,0
Finland,FIN,"Jan 2, 2020",0,0
Finland,FIN,"Jan 3, 2020",0,0
Finland,FIN,"Jan 4, 2020",0,0
Finland,FIN,"Jan 5, 2020",0,0
Finland,FIN,"Jan 6, 2020",0,0
Finland,FIN,"Jan 7, 2020",0,0
Finland,FIN,"Jan 8, 2020",0,0
Finland,FIN,"Jan 9, 2020",0,0
Finland,FIN,"Jan 10, 2020",0,0
Finland,FIN,"Jan 11, 2020",0,0
Finland,FIN,"Jan 12, 2020",0,0
Finland,FIN,"Jan 13, 2020",0,0
Finland,FIN,"Jan 14, 2020",0,0
Finland,FIN,"Jan 15, 2020",0,0
Finland,FIN,"Jan 16, 2020",0,0
Finland,FIN,"Jan 17, 2020",0,0
Finland,FIN,"Jan 18, 2020",0,0
Finland,FIN,"Jan 19, 2020",0,0
Finland,FIN,"Jan 20, 2020",0,0
Finland,FIN,"Jan 21, 2020",0,0
Finland,FIN,"Jan 22, 2020",0,0
Finland,FIN,"Jan 23, 2020",0,0
Finland,FIN,"Jan 24, 2020",0,0
Finland,FIN,"Jan 25, 2020",0,0
Finland,FIN,"Jan 26, 2020",0,0
Finland,FIN,"Jan 27, 2020",0,0
Finland,FIN,"Jan 28, 2020",0,0
Finland,FIN,"Jan 29, 2020",0,0
Finland,FIN,"Jan 30, 2020",1,1
Finland,FIN,"Jan 31, 2020",1,0
Finland,FIN,"Feb 1, 2020",1,0
Finland,FIN,"Feb 2, 2020",1,0
Finland,FIN,"Feb 3, 2020",1,0
Finland,FIN,"Feb 4, 2020",1,0
Finland,FIN,"Feb 5, 2020",1,0
Finland,FIN,"Feb 6, 2020",1,0
Finland,FIN,"Feb 7, 2020",1,0
Finland,FIN,"Feb 8, 2020",1,0
Finland,FIN,"Feb 9, 2020",1,0
Finland,FIN,"Feb 10, 2020",1,0
Finland,FIN,"Feb 11, 2020",1,0
Finland,FIN,"Feb 12, 2020",1,0
Finland,FIN,"Feb 13, 2020",1,0
Finland,FIN,"Feb 14, 2020",1,0
Finland,FIN,"Feb 15, 2020",1,0
Finland,FIN,"Feb 16, 2020",1,0
Finland,FIN,"Feb 17, 2020",1,0
Finland,FIN,"Feb 18, 2020",1,0
Finland,FIN,"Feb 19, 2020",1,0
Finland,FIN,"Feb 20, 2020",1,0
Finland,FIN,"Feb 21, 2020",1,0
Finland,FIN,"Feb 22, 2020",1,0
Finland,FIN,"Feb 23, 2020",1,0
Finland,FIN,"Feb 24, 2020",1,0
Finland,FIN,"Feb 25, 2020",1,0
Finland,FIN,"Feb 26, 2020",1,0
Finland,FIN,"Feb 27, 2020",2,1
Finland,FIN,"Feb 28, 2020",2,0
Finland,FIN,"Feb 29, 2020",3,1
Finland,FIN,"Mar 1, 2020",3,0
Finland,FIN,"Mar 2, 2020",6,3
Finland,FIN,"Mar 4, 2020",7,1
Finland,FIN,"Mar 6, 2020",12,5
Finland,FIN,"Mar 7, 2020",19,7
Finland,FIN,"Mar 9, 2020",30,11
Finland,FIN,"Mar 10, 2020",40,10
Finland,FIN,"Mar 12, 2020",59,19
Finland,FIN,"Mar 13, 2020",155,96
